date	location	variant	median_R	R_upper_95	R_lower_95	R_upper_80	R_lower_80	R_upper_50	R_lower_50	model	analysis_date
2051-08-07	south	3	0.98074424	1.0090716	0.95479226	0.9982735	0.9639783	0.99027216	0.9711617	FGA	2052-04-01
2051-08-08	south	3	0.975674	1.0037644	0.94997746	0.9932471	0.9589143	0.98495466	0.9662122	FGA	2052-04-01
2051-08-09	south	3	0.97062725	0.99841124	0.9450597	0.98821175	0.95362175	0.97972304	0.9612826	FGA	2052-04-01
2051-08-10	south	3	0.96554387	0.9930198	0.94009024	0.982857	0.9485564	0.9745463	0.95612556	FGA	2052-04-01
2051-08-11	south	3	0.96035486	0.98762095	0.93508565	0.9776424	0.94349456	0.96930933	0.9508808	FGA	2052-04-01
2051-08-12	south	3	0.95514476	0.9822148	0.93006617	0.9726102	0.9384322	0.96422803	0.9457352	FGA	2052-04-01
2051-08-13	south	3	0.9499203	0.9769541	0.9249974	0.9673275	0.93336684	0.95898527	0.9404762	FGA	2052-04-01
2051-08-14	south	3	0.9447377	0.9715278	0.919887	0.96198106	0.9282946	0.95373416	0.9353547	FGA	2052-04-01
2051-08-15	south	3	0.9394674	0.9660981	0.91468126	0.9566474	0.9231939	0.9485302	0.9301499	FGA	2052-04-01
2051-08-16	south	3	0.9343237	0.9606722	0.9095073	0.9514251	0.918111	0.9432656	0.9249254	FGA	2052-04-01
2051-08-17	south	3	0.92916673	0.9552575	0.90432525	0.9461649	0.91298985	0.9380597	0.9196468	FGA	2052-04-01
2051-08-18	south	3	0.9240338	0.9500029	0.8991541	0.94092834	0.9078065	0.93278986	0.91462266	FGA	2052-04-01
2051-08-19	south	3	0.9188973	0.9448992	0.8941371	0.9357003	0.90275085	0.9275398	0.9095824	FGA	2052-04-01
2051-08-20	south	3	0.9137145	0.93983954	0.88927877	0.9304864	0.89773726	0.9222851	0.9044988	FGA	2052-04-01
2051-08-21	south	3	0.9087043	0.93494225	0.8844519	0.9253025	0.8926513	0.9170975	0.89942646	FGA	2052-04-01
2051-08-22	south	3	0.9035803	0.9300758	0.8795932	0.92016244	0.88776785	0.912101	0.89433676	FGA	2052-04-01
2051-08-23	south	3	0.8984595	0.9249301	0.8747734	0.9150781	0.8826703	0.9070149	0.8893273	FGA	2052-04-01
2051-08-24	south	3	0.89341414	0.9198315	0.8699871	0.91000885	0.87762207	0.9020423	0.88433456	FGA	2052-04-01
2051-08-25	south	3	0.8885462	0.91478634	0.86525464	0.90489435	0.8726285	0.897167	0.87947506	FGA	2052-04-01
2051-08-26	south	3	0.88346684	0.9097995	0.8604106	0.89990014	0.8677115	0.89239705	0.8744885	FGA	2052-04-01
2051-08-27	south	3	0.87849903	0.90463465	0.85561645	0.8950169	0.8628895	0.88759255	0.869717	FGA	2052-04-01
2051-08-28	south	3	0.87387276	0.8995447	0.8510787	0.8902632	0.8581374	0.8828159	0.8649659	FGA	2052-04-01
2051-08-29	south	3	0.86925745	0.894688	0.84639806	0.88551307	0.85346025	0.87829506	0.86030304	FGA	2052-04-01
2051-08-30	south	3	0.86453646	0.89005333	0.84170985	0.8808271	0.8487331	0.873821	0.85573363	FGA	2052-04-01
2051-08-31	south	3	0.8599513	0.8855794	0.837232	0.8762202	0.8443767	0.8692566	0.8512601	FGA	2052-04-01
2051-09-01	south	3	0.85552776	0.88118315	0.8328959	0.87169635	0.8400685	0.8648104	0.8468806	FGA	2052-04-01
2051-09-02	south	3	0.8512392	0.87686956	0.8286125	0.8673053	0.8357442	0.8602731	0.84254533	FGA	2052-04-01
2051-09-03	south	3	0.84704447	0.8726394	0.82430565	0.8631933	0.83163166	0.8559781	0.83837825	FGA	2052-04-01
2051-09-04	south	3	0.8428712	0.86849636	0.8202126	0.85904485	0.8276382	0.851811	0.83428967	FGA	2052-04-01
2051-09-05	south	3	0.8388263	0.8644297	0.81630516	0.85499626	0.82370955	0.8477542	0.8303262	FGA	2052-04-01
2051-09-06	south	3	0.83485967	0.8602761	0.8125564	0.85102075	0.81981647	0.84383297	0.82649803	FGA	2052-04-01
2051-09-07	south	3	0.8310765	0.85623235	0.8087699	0.8471221	0.8160703	0.8399872	0.82276994	FGA	2052-04-01
2051-09-08	south	3	0.8274385	0.8523044	0.8050975	0.8432848	0.81237465	0.83638394	0.81910384	FGA	2052-04-01
2051-09-09	south	3	0.8239248	0.8485485	0.8015498	0.8395847	0.80882233	0.83281744	0.8156308	FGA	2052-04-01
2051-09-10	south	3	0.82047904	0.845018	0.7981308	0.836118	0.8054185	0.82953167	0.81224257	FGA	2052-04-01
2051-09-11	south	3	0.8170736	0.84161156	0.7948391	0.8327832	0.80227304	0.8263607	0.80898875	FGA	2052-04-01
2051-09-12	south	3	0.8138147	0.83838356	0.791678	0.82957417	0.7991187	0.823137	0.8058667	FGA	2052-04-01
2051-09-13	south	3	0.81070095	0.83521956	0.7886787	0.8264522	0.79617596	0.82013243	0.8028734	FGA	2052-04-01
2051-09-14	south	3	0.80788416	0.8320833	0.7857017	0.82347184	0.79338264	0.81717956	0.7999956	FGA	2052-04-01
2051-09-15	south	3	0.8052471	0.8290594	0.7829164	0.8205744	0.7904982	0.81424725	0.79726005	FGA	2052-04-01
2051-09-16	south	3	0.80263555	0.82614315	0.7803375	0.8177891	0.7876902	0.81141096	0.794621	FGA	2052-04-01
2051-09-17	south	3	0.80011624	0.823336	0.77786934	0.8151357	0.78519017	0.80880016	0.79206854	FGA	2052-04-01
2051-09-18	south	3	0.7976354	0.8206303	0.7755064	0.81255084	0.7828212	0.8063868	0.78969157	FGA	2052-04-01
2051-09-19	south	3	0.795323	0.81807804	0.7732432	0.8100318	0.7806095	0.8039238	0.7873665	FGA	2052-04-01
2051-09-20	south	3	0.7930613	0.81577533	0.77107453	0.80751246	0.7781446	0.80164814	0.7851176	FGA	2052-04-01
2051-09-21	south	3	0.7909527	0.8135751	0.76899517	0.80508214	0.77581143	0.79937	0.78274083	FGA	2052-04-01
2051-09-22	south	3	0.7888975	0.8114621	0.76697236	0.80284405	0.7736499	0.79716575	0.780668	FGA	2052-04-01
2051-09-23	south	3	0.787007	0.80942893	0.76501554	0.80089986	0.77143174	0.7949101	0.77872163	FGA	2052-04-01
2051-09-24	south	3	0.78515536	0.80747014	0.7631439	0.7987885	0.7694321	0.7928095	0.77679837	FGA	2052-04-01
2051-09-25	south	3	0.7832165	0.8055808	0.7613416	0.7967887	0.7677116	0.79093266	0.7749714	FGA	2052-04-01
2051-09-26	south	3	0.781438	0.80380404	0.7596014	0.7948137	0.7659809	0.78919035	0.7730703	FGA	2052-04-01
2051-09-27	south	3	0.7796216	0.80191356	0.75788534	0.79286647	0.76413095	0.78722644	0.7712266	FGA	2052-04-01
2051-09-28	south	3	0.7776387	0.7999857	0.75595385	0.7909989	0.7623385	0.7853406	0.7694263	FGA	2052-04-01
2051-09-29	south	3	0.7758331	0.79811126	0.754132	0.78936416	0.76061743	0.78344584	0.76771694	FGA	2052-04-01
2051-09-30	south	3	0.7741388	0.7962862	0.7525094	0.7877879	0.7590365	0.78178847	0.7661474	FGA	2052-04-01
2051-10-01	south	3	0.7726052	0.7945125	0.7509267	0.7859647	0.75759757	0.7801281	0.76452035	FGA	2052-04-01
2051-10-02	south	3	0.7711082	0.7927943	0.749379	0.7842677	0.756202	0.77859163	0.76287556	FGA	2052-04-01
2051-10-03	south	3	0.7695484	0.7912579	0.74774927	0.78270036	0.7548359	0.77699584	0.7613205	FGA	2052-04-01
2051-10-04	south	3	0.7680025	0.7898041	0.7462347	0.7813392	0.75339156	0.7755547	0.75978786	FGA	2052-04-01
2051-10-05	south	3	0.7664465	0.7884318	0.7447757	0.7796699	0.7518729	0.77409345	0.7582294	FGA	2052-04-01
2051-10-06	south	3	0.7649292	0.78700006	0.74333775	0.77807623	0.7504417	0.77258676	0.75670415	FGA	2052-04-01
2051-10-07	south	3	0.7635194	0.78550804	0.74191695	0.77673095	0.7490115	0.7712673	0.755303	FGA	2052-04-01
2051-10-08	south	3	0.76210785	0.7840018	0.7405097	0.77535623	0.747726	0.7699232	0.75386727	FGA	2052-04-01
2051-10-09	south	3	0.7608353	0.7825826	0.7391119	0.77382296	0.7463731	0.7684169	0.75249267	FGA	2052-04-01
2051-10-10	south	3	0.75955975	0.78116375	0.7377165	0.77235323	0.7450127	0.76703954	0.75092477	FGA	2052-04-01
2051-10-11	south	3	0.7580796	0.7797411	0.7362602	0.7708707	0.74364233	0.7656114	0.7495191	FGA	2052-04-01
2051-10-12	south	3	0.7565578	0.7783103	0.73480105	0.76950157	0.7422788	0.7640722	0.74818367	FGA	2052-04-01
2051-10-13	south	3	0.755164	0.7768672	0.73333704	0.7680945	0.7408781	0.7627082	0.7467326	FGA	2052-04-01
2051-10-14	south	3	0.75373924	0.77540755	0.73186487	0.7666047	0.73935556	0.7612561	0.74520326	FGA	2052-04-01
2051-10-15	south	3	0.7523167	0.7739271	0.73047173	0.76510125	0.73788583	0.75987065	0.74367523	FGA	2052-04-01
2051-10-16	south	3	0.7508776	0.7723922	0.72901434	0.7635784	0.73638755	0.7584145	0.74218774	FGA	2052-04-01
2051-10-17	south	3	0.7494356	0.77083284	0.72749066	0.76202685	0.7349559	0.7570122	0.7407012	FGA	2052-04-01
